id	description	quality	lv1	lv2	lv3	lv4	lv5	lv6	lv7	lv8	lv9	lv10	lv11	lv12	lv13	lv14	lv15	
4322410	爆焰徽章：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4322510	爆焰徽章：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4422110	爆焰徽章：位置4_白_闪	1	11	16	22	0	0	0	0	0	0	0	0	0	0	0	0
4422210	爆焰徽章：位置4_绿_闪	2	12	18	25	31	38	45	0	0	0	0	0	0	0	0	0
4422310	爆焰徽章：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4422410	爆焰徽章：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4422510	爆焰徽章：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4123500	主核：血源核心_橙	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4223500	血源核心：位置2_橙1	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4223501	血源核心：位置2_橙2	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4323500	血源核心：位置3_橙1	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4323501	血源核心：位置3_橙2	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4423500	血源核心：位置4_橙1	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4423501	血源核心：位置4_橙2	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4124500	主核：暴走因子_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4224500	暴走因子：位置2_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4324500	暴走因子：位置3_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4424500	暴走因子：位置4_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4124510	主核：暴走因子_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4224510	暴走因子：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4324510	暴走因子：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4424510	暴走因子：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4125300	主核：冲锋号令_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4125400	主核：冲锋号令_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4125500	主核：冲锋号令_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4225300	冲锋号令：位置2_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4225400	冲锋号令：位置2_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4225500	冲锋号令：位置2_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4325300	冲锋号令：位置3_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4325400	冲锋号令：位置3_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4325500	冲锋号令：位置3_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4425300	冲锋号令：位置4_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4425400	冲锋号令：位置4_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4425500	冲锋号令：位置4_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4125310	主核：冲锋号令_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4125410	主核：冲锋号令_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4125510	主核：冲锋号令_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4225310	冲锋号令：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4225410	冲锋号令：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4225510	冲锋号令：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4325310	冲锋号令：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4325410	冲锋号令：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4325510	冲锋号令：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4425310	冲锋号令：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4425410	冲锋号令：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4425510	冲锋号令：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
6120058	冲锋号令_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
6120060	冲锋号令_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
6120062	冲锋号令_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4126300	主核：烟雾屏障_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4126400	主核：烟雾屏障_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4126500	主核：烟雾屏障_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4226300	烟雾屏障：位置2_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4226400	烟雾屏障：位置2_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4226500	烟雾屏障：位置2_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4326300	烟雾屏障：位置3_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4326400	烟雾屏障：位置3_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4326500	烟雾屏障：位置3_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4426300	烟雾屏障：位置4_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
4426400	烟雾屏障：位置4_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
4426500	烟雾屏障：位置4_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4126310	主核：烟雾屏障_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4126410	主核：烟雾屏障_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4126510	主核：烟雾屏障_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4226310	烟雾屏障：位置2_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4226410	烟雾屏障：位置2_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4226510	烟雾屏障：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4326310	烟雾屏障：位置3_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4326410	烟雾屏障：位置3_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4326510	烟雾屏障：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4426310	烟雾屏障：位置4_蓝_闪	3	13	24	35	46	57	68	79	90	101	0	0	0	0	0	0
4426410	烟雾屏障：位置4_紫_闪	4	14	30	47	63	80	96	113	129	146	162	179	195	0	0	0
4426510	烟雾屏障：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
6120059	烟雾屏障_蓝	3	12	22	32	42	52	62	72	82	92	0	0	0	0	0	0
6120061	烟雾屏障_紫	4	13	28	43	58	73	88	103	118	133	148	163	178	0	0	0
6120063	烟雾屏障_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4127500	主核：爆破飞镖_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4227500	爆破飞镖：位置2_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4327500	爆破飞镖：位置3_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4427500	爆破飞镖：位置4_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4127510	主核：爆破飞镖_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4227510	爆破飞镖：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4327510	爆破飞镖：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4427510	爆破飞镖：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4128500	主核：重型杠铃_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4228500	重型杠铃：位置2_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4328500	重型杠铃：位置3_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4428500	重型杠铃：位置4_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4128510	主核：重型杠铃_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4228510	重型杠铃：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4328510	重型杠铃：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4428510	重型杠铃：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4129500	主核：闪光发卡_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4229500	闪光发卡：位置2_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4329500	闪光发卡：位置3_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4429500	闪光发卡：位置4_橙	5	14	44	74	104	134	164	194	224	254	284	314	344	374	404	434
4129510	主核：闪光发卡_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4229510	闪光发卡：位置2_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4329510	闪光发卡：位置3_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
4429510	闪光发卡：位置4_橙_闪	5	15	48	81	114	147	180	213	246	279	312	345	378	411	444	477
