id	config_name	helpid	speicid	helpid	speicid	name	modelResource	modelResourceScale	modelResourceRadius	animatorResource	switchEffect	idleEffect	headResource	headResource_4	perloadId	endPerformance	selectCollider	battleBornAni	battleBornEffect	battleDeadEffect	battleSkillStartScale	battleSkillStartRoate	battleSkillStartPosition	sSkipCutUp	isHugeBoss	
9100411	地底王_普通版	10041	1	1004	0	地底王	110041000	1	1	710041090	 	 	313100400	321100401	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9100511	蚊娘1阶	10051	1	1005	0	蚊娘	110051000	1	1	710051090	 	 	313100500	321100501	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9100521	蚊娘2阶	10052	2	1005	2	蚊娘	110052000	1	1	710052090	 	 	313100502	321100502	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9100611	水银螳螂	10061	1	1006	0	水银螳螂	110061000	1	1	710061090	 	 	313100600	321100601	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9100711	土龙	10071	1	1007	0	土龙	110071000	1	1	710071090	 	 	313100700	321100701	1005012	 	0.5,2,1	born_show	 	211007016,point_root,1,1	 	 	 	1,1,1	0
9100811	装甲猩猩	10081	1	1008	0	装甲猩猩	110081000	1	1	710081090	 	 	313100800	321100801	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9100911	兽王	10091	1	1009	0	兽王	110091000	1	1	710091090	 	 	313100900	321100901	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9101011	阿修罗独角仙	10101	1	1010	0	阿修罗独角仙	110101000	1	1	710101090	 	 	313101000	321101001	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9101111	无限海带	10111	1	1011	0	无限昆布	110111000	1	1	710111090	 	 	313101100	321101101	1005013	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9101211	深海王	10121	1	1012	0	深海王	110121000	1	1	710121090	 	 	313101200	321101201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9101411	天空王	10141	1	1014	0	天空王	110141000	1	1	710141090	 	 	313101400	321101401	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9101511	格洛里巴斯	10151	1	1015	0	格洛里巴斯	110151000	1	1	710151090	 	 	313101500	321101501	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9101611	梅尔扎尔加尔德	10161	1	1016	0	梅尔扎尔加尔德	110161000	1	1	710161090	 	 	313101600	321101601	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9101711	加鲁刚西普	10171	1	1017	0	加鲁刚西普	110171000	1	1	710171090	 	 	313101700	321101701	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9101811	波罗斯	10181	1	1018	0	波罗斯	110181000	1	1	710181090	 	 	313101800	321101801	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9101911	进化之家-戏耍蛞蝓	10191	1	1019	0	戏耍蛞蝓	110191000	1	1	710191090	 	 	313101900	321101901	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9102011	进化之家-蛙男	10201	1	1020	0	进化之家	110201000	1	1	710201090	 	 	313102000	321102001	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9102111	地底人小怪_1	10211	1	1021	0	地底人	110211000	1	1	710211090	 	 	313102100	321102101	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9102211	槌头小弟	10221	1	1022	0	桃源团员	110221000	1	1	710221090	 	 	313102200	321102201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9102311	深海族小怪_一号	10231	1	1023	0	深海族	110231000	1	1	710231090	 	 	313102300	321102301	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9102411	深海族小怪_二号	10241	1	1024	0	深海族	110241000	1	1	710241090	 	 	313102400	321102401	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9102511	天空王小怪_一号	10251	1	1025	0	天空王	110251000	1	1	710251090	 	 	313102500	321102501	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9103111	疫苗人二阶	10311	1	1031	0	疫苗人	110311000	1	1	710311090	 	 	313103100	321103101	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9103212	疫苗人二阶_召唤物	10321	1	1032	0	疫苗人	110321000	1	1	710321090	 	 	313103200	321103201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9103311	梦境地底王	10331	1	1033	0	地底王	110331000	1	1	710331010	 	 	313103300	321103301	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9103611	阿修罗独角仙二阶	10361	1	1036	0	阿修罗独角仙	110361000	1	1	710361090	 	 	313103600	321103601	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9103811	深海王二阶	10381	1	1038	0	深海王	110381000	1	1	710381030	 	 	313101200	321101201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9103911	梅尔扎尔加尔德二阶	10391	1	1039	0	梅尔扎尔加尔德	110391000	1	1	710391030	 	 	313101200	321101201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9104011	波罗斯二阶	10401	1	1040	0	波罗斯	110401000	1	1	710401030	 	 	313101200	321101201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
9104111	波罗斯三阶	10411	1	1041	0	波罗斯	110411000	1	1	710411030	 	 	313101200	321101201	1005012	 	0.5,2,1	born_show	 	 	 	 	 	1,1,1	0
0	 	0	0	0	0	 	0	 	 	0	 	 	0	0	0	 	 	 	 	 	 	 	 	 	0
